Sample,midx,midy,midz,East,North,elevation,Chalcocite-Digenite,Covellite,Chalcopyrite,Bornite,Pyrite,Enargite,Sphalerite,Quartz,K-Feldspar,Albite,Muscovite/Sericite,Clays,Biotite,Chlorite,Calcite,Gypsum/Anhydrite,SG,lithology,minzone,alteration,Ai
S-120,1835.67,4277.25,4161.19,1835.67,4277.25,4161.19,0.007748105,0,1,0.086614653,0.02,0,0.01,25.59,13.13,38.82,2.55,1.11,5.23,0.92,0.04,0.04,2.55,porphyry,SSD,POT,0.37
S-121,3183.35,4164.77,4344.53,3183.35,4164.77,4344.53,0.014122628,0,1.16,0.176459648,0.02,0,0.01,21.56,11.64,16.25,2.46,0.46,6.88,0.93,0.03,5.09,2.67,porphyry,SSD,POT,0.5
S-122,3183.35,4164.77,4344.53,3183.35,4164.77,4344.53,0.014122628,0.002541154,1.162250092,0.176459648,0.023520558,0,0.01,21.55511819,11.63555194,16.24585275,2.464842432,0.463513656,6.883669584,0.930215491,0.034103454,5.086227701,,porphyry,SSD,POT,0.49
S-123,1681.81,4211.71,4143.26,1681.81,4211.71,4143.26,0.051320733,0,0.65,0.233922825,0.01,0,0.01,21.9,12.45,18.72,2.25,0.38,9.5,0.97,0.14,0.66,2.6,porphyry,SSD,POT,0.35
S-124,2279.14,4228.24,4158.35,2279.14,4228.24,4158.35,0.101776187,0.02,0.43,0.067544748,0.33,0,0.01,27.2,11.94,10.91,2.83,0.53,6.86,1.11,0,0.04,2.61,porphyry,SSD,POT,0.25
S-125,2736.05,4074.18,4203.29,2736.05,4074.18,4203.29,0.008026333,0,0.86,0.097332628,0.33,0,0.01,24.06,15.97,18.36,2.42,0.22,6.24,1.02,0.03,3.99,2.69,porphyry,SSD,POT,0.51
S-126,2736.04,4072.7,4200.12,2736.04,4072.7,4200.12,0.004127906,0,1.15,0.133759519,2.28,0,0.01,32.13,13.89,20.7,6.75,0.78,4.5,0.82,0.05,1.58,2.71,porphyry,SSD,POT,0.5
S-127,2736.04,4071.22,4196.95,2736.04,4071.22,4196.95,0.003014578,0,0.9,0.030636116,0.81,0,0.01,29.24,14.26,18.35,3.24,0.6,4.53,0.8,0.18,1.37,2.66,porphyry,SSD,POT,0.52
S-128,3237.97,3324.99,4033.11,3237.97,3324.99,4033.11,0.00290287,0,1.48,0.041836043,0.26,0,0.01,39.33,12.2,14.98,12.49,0.2,2,1.07,0.29,1.93,2.63,porphyry,PRI,CLO-SER,0.45
S-129,3439.55,3210.29,4273.05,3439.55,3210.29,4273.05,0.001263699,0,1.12,0.004445617,5.2,0,0.01,20.74,4.74,9.64,27.07,0.71,6.72,6.02,0.03,0.11,2.72,porphyry,SSD,CLO-SER,0.69
S-130,3443.7,3206.68,4262.39,3443.7,3206.68,4262.39,0.000165183,0,1.31,0.007220506,9.9,0,0.01,32.66,2.76,7.09,24.24,1.09,3.43,4.37,0.01,0.12,2.83,porphyry,SSD,CLO-SER,0.12
S-131,3447.86,3203.11,4251.72,3447.86,3203.11,4251.72,0.000297594,0,1.45,0.000928494,5.73,0,0.01,24.1,2.76,9.15,18.16,1.14,8.81,3.32,0,0.14,2.78,porphyry,SSD,CLO-SER,0.11
S-132,3452.1,3199.55,4241.07,3452.1,3199.55,4241.07,0.00094487,0,0.55,0.001668334,4.76,0,0.01,23.61,2.3,14.5,8.65,1.84,10.75,3.89,0.01,0.13,2.69,porphyry,SSD,CLO-SER,0.14
S-133,3455.64,3196.6,4232.19,3455.64,3196.6,4232.19,0.001196993,0,0.93,0.000852388,3.34,0,0.01,24.23,3.26,15.67,9.15,1.88,9.1,3.68,0.02,0.07,2.69,porphyry,SSD,CLO-SER,0.15
S-134,3459.87,3193.08,4221.53,3459.87,3193.08,4221.53,0.004146019,0,0.86,0.008323767,6,0,0.01,15.49,1.1,3.39,5.24,1.53,15.59,5.13,0.03,0.09,2.79,porphyry,SSD,CLO-SER,0.2
S-135,3464.11,3189.57,4210.87,3464.11,3189.57,4210.87,0.002023639,0,0.8,0.005151121,3.98,0,0.01,20.45,2.78,5.65,12.12,0.71,11.41,3.82,0.02,0.2,2.75,porphyry,SSD,CLO-SER,0.24
S-136,3468.47,3185.95,4199.72,3468.47,3185.95,4199.72,0.007467727,0,0.86,0.011028883,4.05,0,0.01,22.62,5.17,7.84,8.38,1.02,5.9,2.99,0.02,0.09,2.72,porphyry,SSD,CLO-SER,0.27
S-137,3471.44,3183.49,4192.15,3471.44,3183.49,4192.15,0.004363239,0,0.74,0.018388406,4.06,0,0.01,25.82,2.07,9.27,8.2,0.98,6.88,2.52,0.01,0.15,2.76,porphyry,SSD,CLO-SER,0.35
S-138,3475.6,3180.05,4181.44,3475.6,3180.05,4181.44,0.018514907,0,1.9,0.004267401,5.63,0,0.01,22.48,1.66,4.74,10.14,1.12,14.46,3.49,0.06,0.21,2.79,porphyry,SSD,CLO-SER,0.21
S-139,3478.91,3177.32,4172.96,3478.91,3177.32,4172.96,0.000519701,0,1.5,0.002274423,4.96,0,0.01,18.66,1.79,3.19,6.33,0.77,13.44,3.3,0.01,0.15,2.77,porphyry,SSD,CLO-SER,0.23
S-140,3483.11,3173.88,4162.25,3483.11,3173.88,4162.25,0.000638327,0,1.43,0.000646851,2.75,0,0.01,19.29,0.8,1.26,2.91,0.51,17.01,3.19,0.03,0.08,2.8,porphyry,SSD,CLO-SER,0.29
S-141,3483.11,3173.88,4162.25,3483.11,3173.88,4162.25,0.000638327,7.39E-05,1.434860846,0.000646851,2.7545141,0,0.01,19.28553331,0.803905281,1.256470042,2.913766765,0.50651432,17.00998867,3.187248349,0.033222691,0.07821931,2.77,porphyry,SSD,CLO-SER,0.3
S-142,3487.28,3170.47,4151.53,3487.28,3170.47,4151.53,0.00048675,0,1.83,0.00025311,5.12,0,0.01,23.26,5.98,7.02,10.51,2.06,6.83,4.27,0.02,0.54,2.73,porphyry,PRI,CLO-SER,0.32
S-143,3491.46,3167.05,4140.81,3491.46,3167.05,4140.81,0,0,0.95,0.012004241,4.25,0,0.01,27.8,1.97,2.92,9.1,0.91,10.18,3.85,0.03,0.29,2.55,porphyry,PRI,CLO-SER,0.28
S-144,3495.69,3163.61,4130.13,3495.69,3163.61,4130.13,0.002732574,0,1.91,0.014798509,3.71,0,0.01,19.19,6.38,3.01,12.9,1.58,10.05,3.6,0.03,0.96,2.8,porphyry,PRI,CLO-SER,0.43
S-145,3499.95,3160.16,4119.45,3499.95,3160.16,4119.45,0.005235827,0,1.31,0.006713858,3.2,0,0.01,22.31,5.38,3.74,5.92,1.29,8.2,4.51,0.06,0.78,2.75,porphyry,PRI,CLO-SER,0.44
S-146,3504.21,3156.69,4108.79,3504.21,3156.69,4108.79,0.00572261,0,0.86,0.005854663,1.8,0,0.01,28.22,10.88,7.41,5.19,1.3,2.37,4.07,0.05,1.02,2.69,porphyry,PRI,CLO-SER,0.52
S-147,3507.76,3153.8,4099.9,3507.76,3153.8,4099.9,0.001317734,0,0.93,0.009206984,1.85,0,0.01,21.86,8.77,4.88,6.1,0.6,6.65,4.28,0.12,0.9,2.73,porphyry,PRI,CLO-SER,0.5
S-148,3674.18,3453.34,4231.36,3674.18,3453.34,4231.36,0.00828461,0,1.34,0.008478113,2.88,0,0.01,59.28,1.87,4.87,27.1,0.69,0.05,0.98,0.01,0.07,2.73,porphyry,SSD,POT,0.27
S-149,3674.14,3454.73,4226.04,3674.14,3454.73,4226.04,0.001202767,0,1.22,0.00108235,1.86,0,0.01,48.52,10.86,20.36,14.59,0.64,0.1,0.88,0,0.1,2.61,porphyry,SSD,POT,0.37
S-150,3674.12,3455.61,4222.65,3674.12,3455.61,4222.65,0.000599818,0,2.01,0.002229807,2.05,0,0.01,50.77,9.9,16.95,16.13,0.53,0.08,0.66,0.01,0.21,2.59,porphyry,SSD,POT,0.31
S-151,3674.09,3457,4217.33,3674.09,3457,4217.33,0.000246303,0,1.04,0.001699492,1.13,0,0.01,44.8,14.79,20.36,11.98,0.39,0.3,0.93,0.01,0.13,2.59,porphyry,SSD,POT,0.39
S-152,3674.05,3458.38,4212.01,3674.05,3458.38,4212.01,0.001217594,0,0.82,0.00608312,1.55,0,0.01,45.72,8.93,16.81,15.63,0.42,0.54,0.84,0.05,0.08,2.59,porphyry,SSD,POT,0.35
S-153,3674.01,3459.77,4206.68,3674.01,3459.77,4206.68,0.001234408,0,1.23,0.002869526,1.35,0,0.01,36.04,7.33,18.67,16.7,0.47,2.04,1.9,0.01,0.23,2.62,porphyry,SSD,POT,0.31
S-154,4233.4,3827.04,4538.3,4233.4,3827.04,4538.3,0.358514095,0.02,0.29,0.04596659,2.85,0,0.01,22.57,1.27,31.11,16.66,0.38,7.39,4.62,0.01,0.09,2.58,porphyry,SSF,AR,0.08
S-155,4229.81,3782.2,4462.09,4229.81,3782.2,4462.09,0.078920849,0.02,0.98,0.056483239,3.05,0,0.01,30.25,0.67,24.65,22.56,1.18,1.58,5.71,0.01,0.1,2.52,porphyry,SSF,AR,0.12
S-156,4224.24,3706.79,4327.94,4224.24,3706.79,4327.94,0.006500876,0,0.82,0.002653774,1.89,0,0.01,29.98,1.55,20.74,13.46,0.96,7.57,1.61,0.1,6.21,2.6,porphyry,PRI,AR,0.26
S-157,4348.41,4036.58,4459.08,4348.41,4036.58,4459.08,0.167665454,0.03,0.82,0.054336517,1.48,0,0.01,32.43,1.16,26.99,17.51,0.91,2.22,3.32,0.01,0.1,2.59,porphyry,SSF,AR,0.25
S-158,4181.82,3329.65,4678.21,4181.82,3329.65,4678.21,0.357835473,0.1,0.54,0.009939643,1.99,0,0.01,24.97,1.53,12.85,10.76,1.38,9.14,6.73,0.01,0.15,2.63,porphyry,SSF,AR,0.16
S-159,4143.65,4009.31,4254.19,4143.65,4009.31,4254.19,0.005256862,0,1.38,0.001358848,1.52,0,0.01,37.54,3.9,20.77,17.38,0.71,2.99,1.25,0.12,4.14,2.73,porphyry,PRI,AR,0.41
S-160,4143.36,4009.17,4224.19,4143.36,4009.17,4224.19,0.002542125,0,1.03,0.000701313,1.31,0,0.01,36.74,4.48,21.58,15.25,0.53,3.73,1.01,0.1,3.89,2.69,porphyry,PRI,AR,0.43
S-161,3966.16,3637.87,4397.73,3966.16,3637.87,4397.73,0.24205787,0.02,0.93,0.018421368,1.76,0,0.01,30.79,3.61,22.27,14.39,0.97,7.66,2.35,0.01,0.08,2.62,porphyry,SSF,CLO-SER,0.18
S-162,4079.36,3939.65,4438.34,4079.36,3939.65,4438.34,0.64,0.02,0.85,0.13,2.1,0,0.01,27.13,2.02,29.01,21.05,0.42,6,3.86,0.01,0.05,2.57,porphyry,SSD,POT,0.1
S-163,4186.77,3693.82,4620.16,4186.77,3693.82,4620.16,0.62,0.01,0.45,0.06,1.24,0,0.01,24.84,0.97,11.45,11.27,0.45,12.37,4.49,0,0.04,2.58,porphyry,SSF,AR,0.07
S-164,4233.16,3963.42,4487.34,4233.16,3963.42,4487.34,0.28,0.01,0.53,0.08,2.86,0,0.01,29.34,2.55,27.25,19.33,0.47,4.23,4.63,0,0.04,2.57,porphyry,SSF,AR,0.07
S-165,3424.46,3585.11,4196.57,3424.46,3585.11,4196.57,0,0,1.75,0.13,0.11,0,0.01,31.33,12.44,22.11,10.12,0.78,2.19,1.58,0.07,4.29,2.63,porphyry,SSD,POT,0.42
S-166,1585.64,3882.77,4156.76,1585.64,3882.77,4156.76,0.78,0.07,0.45,0.03,2.19,0,0.01,30.56,9.8,21.92,7.14,1.15,4.35,1.42,0,0.02,2.58,porphyry,SSF,POT,0.21
S-167,2040.73,4092.27,4237.36,2040.73,4092.27,4237.36,0.94,0.04,0.83,0.05,2.53,0,0.01,34.08,9.18,29.88,8.11,1.12,5.23,2.62,0,0.03,2.53,porphyry,SSF,POT,0.2
S-168,2185.52,4101.31,4235.05,2185.52,4101.31,4235.05,0.85,0.09,0.26,0.04,2.59,0,0.01,28.54,12.82,27.63,4.7,1.07,8.13,2.04,0.01,0.02,2.58,porphyry,SSF,POT,0.22
S-169,2189.53,4053.29,4147.43,2189.53,4053.29,4147.43,0.72,0.05,0.76,0.02,1,0,0.01,28.31,15.95,24.84,4.62,1.7,7.25,2.68,0.01,0.27,2.58,porphyry,SSF,POT,0.23
S-170,1786.55,3902.43,4194.77,1786.55,3902.43,4194.77,0.75,0.03,0.67,0.03,0.88,0,0.01,30.86,7.02,22.75,6.52,1.79,6.52,2.33,0,0.02,2.57,porphyry,SSF,POT,0.22
S-171,2090.74,4025.9,4198.12,2090.74,4025.9,4198.12,0.97,0.09,0.49,0.04,0.82,0,0.01,29.5,11.08,23.36,5.93,1.58,4.41,2.13,0,0.01,2.57,porphyry,SSF,POT,0.21
S-172,2133.87,4042.33,4237.33,2133.87,4042.33,4237.33,0.65,0.21,0.35,0.03,1.37,0,0.01,27.49,12,30.23,6.73,1.32,7.16,1.97,0,0.02,2.54,porphyry,SSF,POT,0.23
S-173,1739.39,3881.04,4208.13,1739.39,3881.04,4208.13,0.61,0.03,0.93,0.04,0.61,0,0.01,30.72,6.97,18.68,3.93,0.88,5.61,1.63,0,0.01,2.59,porphyry,SSF,POT,0.24
S-174,1539.71,3900.8,4158.52,1539.71,3900.8,4158.52,0.59,0.02,0.68,0.05,0.65,0,0.01,33.79,7.63,21.66,5.61,1.16,4.32,1.99,0,0.04,2.56,porphyry,SSF,POT,0.22
S-175,2133.41,4004.69,4188.07,2133.41,4004.69,4188.07,0.74,0.07,0.49,0.04,1.35,0,0.01,28.26,11.13,28.53,7.43,1.68,4.96,3.16,0.01,0.11,2.57,porphyry,SSF,POT,0.23
S-176,1635.76,3965.24,4142.08,1635.76,3965.24,4142.08,0.59,0.01,0.41,0.06,0.22,0,0.01,23,12.93,25.22,3.3,1.58,3.92,1.77,0,0.25,2.56,porphyry,SSF,POT,0.23
S-177,1585.46,3774.09,4138.72,1585.46,3774.09,4138.72,0.57,0.02,0.56,0.04,1.96,0,0.01,36.06,5.92,16,4.99,0.77,4.84,1.64,0,0.04,2.58,porphyry,SSF,POT,0.22
S-178,1636,3846.75,4155.27,1636,3846.75,4155.27,0.81,0.02,0.44,0.05,2.75,0,0.01,36.14,6.2,18.7,5.66,0.91,4.38,1.66,0,0.02,2.6,porphyry,SSF,POT,0.23
S-179,1822.79,4010.47,4251.29,1822.79,4010.47,4251.29,0.42,0.03,0.34,0.03,0.74,0,0.01,31.99,7.62,24.39,4.56,0.93,6.54,1.72,0,0.22,2.56,porphyry,SSF,POT,0.24
S-180,1889.01,3897.15,4160.65,1889.01,3897.15,4160.65,0.64,0.02,0.47,0.03,1.3,0,0.01,33.49,3.98,18.65,9.25,0.86,6.09,1.85,0,0.01,2.63,porphyry,SSF,POT,0.22
S-181,1890.93,3918.05,4121.98,1890.93,3918.05,4121.98,0.83,0.03,0.41,0.03,1.79,0,0.01,30.91,5.58,17.68,6.94,0.99,6.83,2.01,0,0.03,2.64,porphyry,SSF,POT,0.23
S-182,1877,3826.6,4107.41,1877,3826.6,4107.41,0.5,0.02,0.56,0.07,2.25,0,0.01,33.82,4.12,18.19,8.44,0.97,7.45,2.49,0.01,0.02,2.59,porphyry,SSF,POT,0.19
S-183,1939.85,4084.88,4199.07,1939.85,4084.88,4199.07,0.37,0.04,0.59,0.06,1.67,0,0.01,30.86,4.97,34.27,4.57,1.01,6.52,2.15,0,0.06,2.52,porphyry,SSF,POT,0.21
S-184,2334.54,4064.53,4237.5,2334.54,4064.53,4237.5,0.65,0.08,0.18,0.02,3.06,0,0.01,21.2,8.24,15.52,3.3,1.26,9.71,2.71,0,0.02,2.69,porphyry,SSF,POT,0.26
S-185,1983.97,4052.51,4248.39,1983.97,4052.51,4248.39,0.55,0.07,0.61,0.04,1.51,0,0.01,34.38,7.85,26.13,7.64,0.97,5.14,2.01,0,0.06,2.61,porphyry,SSF,POT,0.25
S-186,1984.76,4018.41,4127.1,1984.76,4018.41,4127.1,0.95,0.04,0.43,0.02,0.77,0,0.01,35.31,7.25,21.44,5.85,1.01,5.73,1.8,0,0.03,2.61,porphyry,SSF,POT,0.26
S-187,2236.86,4096.92,4193.98,2236.86,4096.92,4193.98,0.64,0.07,0.91,0.05,1.85,0,0.01,25.16,11.56,19.63,2.64,1.66,7.92,2.03,0,0.07,2.59,porphyry,SSF,POT,0.3
S-188,2238.97,4079.93,4142.77,2238.97,4079.93,4142.77,0.39,0.05,0.31,0.02,1.27,0,0.01,27.34,10.61,16.49,3.8,1.06,6.34,1.96,0,0.02,2.62,porphyry,SSF,POT,0.21
S-189,1934.34,3964.13,4215.28,1934.34,3964.13,4215.28,0.63,0.02,0.44,0.02,2.9,0,0.01,37.67,3.79,19.41,7.19,1.23,5.45,1.41,0,0.02,2.56,porphyry,SSF,POT,0.21
S-190,1938.26,3859.28,4097.16,1938.26,3859.28,4097.16,0.73,0.01,0.57,0.03,1.74,0,0.01,33.38,6.58,17.98,7.05,1.26,5.65,2.11,0,0.03,2.63,porphyry,SSF,POT,0.23
S-191,2040,3987.94,4105.73,2040,3987.94,4105.73,0.9,0.03,0.56,0.03,0.54,0,0.01,28.92,8.95,20.2,5.46,1.24,6.36,2.09,0,0.02,2.61,porphyry,SSF,POT,0.24
S-192,1986.65,3945.31,4191.38,1986.65,3945.31,4191.38,0.59,0.03,0.33,0.04,2.5,0,0.01,35.37,4.1,21.01,10.64,1.33,4.69,2.31,0,0.09,2.6,porphyry,SSF,POT,0.2
S-193,1991.43,3871.89,4117.88,1991.43,3871.89,4117.88,1.21,0.04,0.77,0.11,4.38,0,0.01,38.96,5.95,17.48,11.8,1.26,4.58,1.81,0.01,0.05,2.64,porphyry,SSF,POT,0.19
S-194,1644.31,3803.58,4158.93,1644.31,3803.58,4158.93,0.73,0.03,0.34,0.04,1.77,0,0.01,36,4.01,20.74,7.54,1.59,4.96,1.6,0,0.04,2.61,porphyry,SSF,POT,0.25
S-195,1647.4,3768.11,4115.7,1647.4,3768.11,4115.7,0.64,0.05,0.27,0.04,1.06,0,0.01,33.48,5.6,16.04,6.28,0.82,5.45,2.39,0,0.01,2.63,porphyry,SSF,POT,0.24
S-196,1361.73,4087.99,3937.58,1361.73,4087.99,3937.58,0.63,0.06,0.91,0.08,1.23,0,0.01,26.44,10.76,42.4,4.35,1.28,4.8,2.29,0,0.02,2.54,porphyry,SSF,POT,0.25
S-197,3236.23,4090.77,4380.54,3236.23,4090.77,4380.54,0.14,0.04,1.06,0.11,0.02,0,0.01,21.9,10.9,41.83,1.11,0.8,4.9,1.16,0,0.02,2.58,porphyry,SSF,POT,0.33
S-198,3132.45,4078.14,4397.1,3132.45,4078.14,4397.1,0.34,0.05,0.79,0.07,0.61,0,0.01,23.38,13.28,23.81,1.96,1.35,5.92,1.85,0.01,0.02,2.6,porphyry,SSF,POT,0.32
S-199,2634.24,3989.39,4237.11,2634.24,3989.39,4237.11,0.21,0.06,1.1,0.3,1.61,0,0.01,26.73,11.38,23.42,5.37,1.85,5.71,2.12,0.01,0.01,2.61,porphyry,SSF,POT,0.24
S-200,1846.89,3882.64,4130.63,1846.89,3882.64,4130.63,0.53,0.03,0.21,0.03,1.25,0,0.01,30.07,5.98,21.05,6.9,1,6.55,1.85,0.01,0.05,2.63,porphyry,SSF,POT,0.24
S-201,1693.69,3812.74,4144.79,1693.69,3812.74,4144.79,0.44,0.05,0.36,0.03,1.92,0,0.01,30.3,6.49,17.64,6.29,1.31,7.45,2.47,0.01,0.02,2.61,porphyry,SSF,POT,0.2
S-202,1935.04,3938.02,4186.32,1935.04,3938.02,4186.32,0.76,0.05,0.68,0.05,1.9,0,0.01,32.71,5.88,20.6,6.74,1.39,5.93,1.77,0,0.02,2.56,porphyry,SSF,POT,0.24
S-203,3634.4,3999.99,4401.62,3634.4,3999.99,4401.62,0.24,0.03,1.06,0.09,0.48,0,0.01,27.89,13.41,30.74,4.11,1.75,2.75,2.48,0,0.01,2.62,porphyry,SSF,POT,0.31
S-204,1841.32,3932.24,4189.25,1841.32,3932.24,4189.25,0.69,0.06,0.54,0.06,1.07,0,0.01,38.24,5.31,19.12,7.08,2.8,5.36,1.65,0,0.09,2.59,porphyry,SSF,POT,0.2
S-205,3124.21,4055.5,4345.44,3124.21,4055.5,4345.44,0.26,0.02,1.32,0.1,0.19,0,0.01,28.6,14.23,28.48,1.95,1.56,3.99,1.13,0,0.01,2.58,porphyry,SSF,POT,0.35
S-206,3488.67,3428.52,4351.8,3488.67,3428.52,4351.8,0.13,0.04,1.97,0.13,3.9,0,0.01,62.31,7.99,10.8,9.72,1.05,0.16,0.69,0,0.02,2.63,porphyry,SSF,POT,0.28
S-207,3534.1,4035.83,4426.14,3534.1,4035.83,4426.14,0.53,0.11,0.58,0.11,0.31,0,0.01,25.83,14.88,25.21,3.74,1.92,7.59,3.51,0.01,0.08,2.58,porphyry,SSF,POT,0.21
S-208,3576.07,3996.98,4411.48,3576.07,3996.98,4411.48,0.29,0.03,0.68,0.05,1.14,0,0.01,26.72,15.71,32.05,2.63,1.09,3.62,2.07,0,0.02,2.57,porphyry,SSF,POT,0.31
S-209,1522.86,3879.69,4092.59,1522.86,3879.69,4092.59,0.69,0.07,0.52,0.03,0.12,0,0.01,30.24,8.82,19.72,3.59,1.4,4.4,1.58,0,0.03,2.57,porphyry,SSF,POT,0.23
S-210,2018.53,3902.44,4137.49,2018.53,3902.44,4137.49,0.82,0.04,0.21,0.04,0.9,0,0.01,35.39,6.76,18.99,9.1,1.35,5.28,2.19,0.02,0.02,2.59,porphyry,SSF,POT,0.23
S-211,1421.56,3796.83,4087.97,1421.56,3796.83,4087.97,0.87,0.05,0.93,0.03,1.38,0,0.01,37.02,7.23,16.87,5.39,1.53,5.85,1.45,0.01,0.03,2.59,porphyry,SSF,POT,0.25
S-212,1837.31,3983.43,4250.6,1837.31,3983.43,4250.6,1.26,0.07,0.67,0.08,3.61,0,0.01,25.44,8.79,38.22,4.09,1.06,5.45,3.08,0.01,0.04,2.56,porphyry,SSF,POT,0.26
S-213,1759.73,4016.86,4110.11,1759.73,4016.86,4110.11,0.16,0.03,0.99,0.06,0.83,0,0.01,26.29,9.51,23.88,4.61,1.44,5.21,1.64,0.01,0.01,2.5,porphyry,SSF,POT,0.26
S-214,1710.5,3966.67,4104.27,1710.5,3966.67,4104.27,0.28,0.03,1.03,0.07,0.16,0,0.01,32.38,10.01,18.73,3.96,1.81,4.51,1.6,0.01,0.05,2.56,porphyry,SSF,POT,0.25
S-215,3581.38,4081.23,4391.29,3581.38,4081.23,4391.29,0.33,0.04,0.83,0.06,0.14,0,0.01,26.93,10.61,24.9,3.06,1.2,4.23,2.01,0,0.01,2.61,porphyry,SSF,POT,0.26
S-216,2311.91,4073.55,4186.29,2311.91,4073.55,4186.29,0.5,0.07,0.5,0.06,1.1,0,0.01,27.77,9.81,17.24,2.63,0.97,7.08,1.91,0,0.01,2.64,porphyry,SSF,POT,0.26
S-217,3641.65,3494.78,4419.58,3641.65,3494.78,4419.58,0.23,0.03,1.47,0.07,3.32,0,0.01,47.27,5.57,20.71,8.24,0.99,2.71,0.88,0,0.03,2.52,porphyry,SSF,POT,0.28
S-218,1810.71,3945.29,4123.83,1810.71,3945.29,4123.83,0.76,0.02,0.27,0.07,2.69,0,0.01,26.38,8.02,17.59,4.72,1.45,7.2,2.16,0.01,0.04,2.52,porphyry,SSF,POT,0.24
S-219,1609.17,3914.2,4102.82,1609.17,3914.2,4102.82,0.37,0.01,0.61,0.05,1.01,0,0.01,38.59,6.67,19.18,3.78,1.49,4.75,1.46,0.01,0.02,2.53,porphyry,SSF,POT,0.24
S-220,2268.26,4009.8,4166.4,2268.26,4009.8,4166.4,0.65,0.11,0.71,0.08,0.02,0,0.01,34.84,20.46,27.25,1.9,1.16,3.32,1.16,0,0.01,2.6,porphyry,SSF,POT,0.25
S-221,1759.71,4017.73,4172.11,1759.71,4017.73,4172.11,0.61,0.06,0.44,0.05,1.23,0,0.01,29.52,6.2,26.47,5.01,1.25,4.83,2.12,0,0.06,2.54,porphyry,SSF,POT,0.2
S-222,2413.21,3993.78,4138.15,2413.21,3993.78,4138.15,0.39,0.05,0.37,0.52,0.07,0,0.01,29.18,18.02,26.33,1.9,0.97,5.8,0.92,0,0.02,2.45,porphyry,SSF,POT,0.25
S-223,1915.66,3972.37,4099.06,1915.66,3972.37,4099.06,0.67,0.07,0.29,0.05,0.79,0,0.01,25.98,8.55,17.6,5.36,1.29,6.55,2.25,0.01,0.36,2.61,porphyry,SSF,POT,0.23
S-224,1771.57,3873.83,4127.29,1771.57,3873.83,4127.29,0.84,0.04,0.28,0.14,1.51,0,0.01,31.16,6.44,21.97,6.59,1.19,6.79,1.97,0.01,0.02,2.57,porphyry,SSF,POT,0.21
S-225,3602.12,3597.13,4422.4,3602.12,3597.13,4422.4,0.4,0.2,1.59,0.08,3.33,0,0.01,40.56,7.01,26.3,8.32,1.16,3.12,1.31,0,0.04,2.54,porphyry,SSF,POT,0.2
S-226,3624.63,3810.7,4403.55,3624.63,3810.7,4403.55,0.5,0.05,0.9,0.09,2.62,0,0.01,31.48,12.66,26.17,5.6,1.51,3.04,2.58,0,0.02,2.59,porphyry,SSF,POT,0.27
S-227,3473.54,4011.66,4420.48,3473.54,4011.66,4420.48,0.67,0.06,0.73,0.07,0.13,0,0.01,28.81,13.27,28.07,2.78,1.48,7.69,1.87,0.01,0.01,2.58,porphyry,SSF,POT,0.27
S-228,3444.58,4006.04,4379.73,3444.58,4006.04,4379.73,0.95,0.01,1.4,0.06,0.39,0,0.01,30.21,15.33,28.51,2.03,2.28,4.85,1.31,0,0.01,2.56,porphyry,SSF,POT,0.26
S-229,1794.24,3802.26,4080.72,1794.24,3802.26,4080.72,0.6,0.01,0.47,0.04,2.36,0,0.01,36.74,5.25,17.86,8.72,1.15,4.99,2.74,0,0.02,2.62,porphyry,SSF,POT,0.21
S-230,1887,3800.5,4042.06,1887,3800.5,4042.06,0.43,0.03,0.28,0.12,2.54,0,0.01,37.83,2.97,18.23,13.35,0.49,6.26,2.01,0.02,0.07,2.6,porphyry,SSF,POT,0.17
S-231,1758.13,3831.41,4054.44,1758.13,3831.41,4054.44,0.6,0.01,0.25,0.11,0.77,0,0.01,27.36,5,18.43,6.53,0.42,10.5,2.34,0.01,0.03,2.63,porphyry,SSF,POT,0.21
S-232,1734.88,3903.57,4076.75,1734.88,3903.57,4076.75,0.57,0.12,0.35,0.15,0.22,0,0.01,29.87,5.29,20.2,6.5,0.47,7.39,2.41,0,0.02,2.59,porphyry,SSF,POT,0.23
S-233,1784.28,3906.05,4018.92,1784.28,3906.05,4018.92,0.1,0.04,0.56,0.17,0.34,0,0.01,27.26,5.68,14.77,5.35,0.34,9.74,2.39,0.01,0.03,2.62,porphyry,SSF,POT,0.24
S-234,1833.36,3914.88,4088.21,1833.36,3914.88,4088.21,0.8,0.04,0.23,0.08,0.4,0,0.01,30.36,6.44,19.11,6.07,0.47,7.31,2.44,0.24,0.34,2.57,porphyry,SSF,POT,0.22
S-235,1660.63,3668.89,4056.65,1660.63,3668.89,4056.65,0.72,0.03,0.26,0.17,2.45,0,0.01,33.88,2.75,13.24,8.72,0.56,8.68,2.35,0.01,0.06,2.62,porphyry,SSF,POT,0.21
S-236,2261.81,3795.41,4011.77,2261.81,3795.41,4011.77,0.37,0.05,0.86,0.7,0.03,0,0.01,21.72,26.67,36.52,2.14,0.57,6.06,0.38,0.05,0.08,2.49,porphyry,SSF,POT,0.25
S-237,3600.12,3968.91,4338.08,3600.12,3968.91,4338.08,0.07,0.01,1.12,0.3,0.14,0,0.01,28.04,15.68,27.18,2.17,0.33,8.44,1.8,0.04,0.77,2.68,porphyry,SSF,POT,0.33
